"","cell_id","x_grid","y_grid","lat","long","size"
"99","x190y303",190,303,72.3306947964722,-17.604633336664,653.325
"100","x190y304",190,304,72.1301906232297,-17.9424470891587,653.272
"101","x190y305",190,305,71.9291950448011,-18.2726382669853,653.209
"102","x190y306",190,306,71.72773014211,-18.5954407827567,653.136
"103","x190y307",190,307,71.5258171410296,-18.9110800745639,653.052
"104","x191y287",191,287,75.3213586484752,-10.1915018500277,569.602
"105","x191y288",191,288,75.1343126695006,-10.6965107357781,568.464
"106","x191y289",191,289,74.9462299513211,-11.1887999282518,567.32
"107","x191y290",191,290,74.7571544445023,-11.668774000369,566.172
"108","x191y291",191,291,74.5671282364806,-12.1368244552923,565.018
"109","x191y292",191,292,74.3761916376433,-12.5933299561031,563.86
"110","x191y293",191,293,74.1843832638926,-13.038656583023,562.696
"111","x191y294",191,294,73.9917401157286,-13.4731581127312,561.528
"112","x191y295",191,295,73.7982976539096,-13.8971763150154,560.355
"113","x191y296",191,296,73.6040898717639,-14.3110412626064,559.177
"114","x191y297",191,297,73.4091493642357,-14.7150716505978,557.995
"115","x191y298",191,298,73.2135073937608,-15.1095751223405,556.808
"116","x191y299",191,299,73.0171939530714,-15.4948485991387,555.616
"117","x191y300",191,300,72.8202378250379,-15.871178611457,554.42
"118","x191y301",191,301,72.6226666396551,-16.2388416296923,553.22
"119","x191y302",191,302,72.4245069282832,-16.5981043928611,552.015
"120","x191y303",191,303,72.2257841752564,-16.9492242338215,550.806
"121","x191y304",191,304,72.0265228669685,-17.2924493998777,549.593
"122","x191y305",191,305,71.8267465385464,-17.6280193678197,544.324
"123","x191y306",191,306,71.6264778182174,-17.9561651526268,545.552
"124","x191y307",191,307,71.4257384694779,-18.2771096092201,546.776
"125","x192y287",192,287,75.1905197713312,-9.46232220802563,648.007
"126","x192y288",192,288,75.005175550934,-9.97205768733111,648.287
"127","x192y289",192,289,74.8187627873072,-10.4691742577114,648.557
"128","x192y290",192,290,74.6313258870851,-10.9540626433984,648.817
"129","x192y291",192,291,74.4429074175635,-11.4271015939452,649.067
"130","x192y292",192,292,74.2535481885881,-11.888658039628,649.307
"131","x192y293",192,293,74.0632873313602,-12.3390872783262,649.536
"132","x192y294",192,294,73.8721623741596,-12.7787331884061,649.755
"133","x192y295",192,295,73.6802093150088,-13.2079284627791,649.963
