"","centre","x_grid","y_grid","latitude","longitude"
"344","x84y201",84,201,72.1273023299058,-160.416006229752
"345","x84y202",84,202,72.2228793758478,-159.749366490718
"346","x84y203",84,203,72.3160843556813,-159.075498255079
"347","x84y204",84,204,72.4068767187123,-158.394472757362
"348","x84y205",84,205,72.4952161465037,-157.706370840306
"349","x84y206",84,206,72.5810626154677,-157.011283197919
"350","x84y207",84,207,72.664376461695,-156.309310597173
"351","x84y208",84,208,72.7451184478798,-155.600564075825
"352","x84y209",84,209,72.8232498321753,-154.885165113856
"353","x84y210",84,210,72.8987324387951,-154.163245775999
"354","x84y211",84,211,72.9715287301477,-153.434948822922
"355","x84y212",84,212,73.0416018802728,-152.700427788667
"356","x84y213",84,213,73.1089158493245,-151.959847022065
"357","x84y214",84,214,73.173435458823,-151.213381689986
"358","x85y194",85,194,71.5900603901753,-165.230801469708
"359","x85y195",85,195,71.7023610568831,-164.611532167241
"360","x85y196",85,196,71.8125661744539,-163.984560393734
"361","x85y197",85,197,71.9206340607687,-163.349894501397
"362","x85y198",85,198,72.0265228669685,-162.707550600122
"363","x85y199",85,199,72.1301906232297,-162.057552910841
"364","x85y200",85,200,72.2315952873966,-161.399934113967
"365","x85y201",85,201,72.3306947964722,-160.73473569082
"366","x85y202",85,202,72.4274471209498,-160.062008255795
"367","x85y203",85,203,72.5218103219512,-159.381811876896
"368","x85y204",85,204,72.6137426111194,-158.694216382171
"369","x85y205",85,205,72.7032024131887,-157.99930164946
"370","x85y206",85,206,72.7901484311363,-157.297157876787
"371","x85y207",85,207,72.8745397137961,-156.587885830697
"372","x85y208",85,208,72.9563357257907,-155.871597069732
"373","x85y209",85,209,73.0354964196124,-155.148414140288
"374","x85y210",85,210,73.1119823096601,-154.418470742061
"375","x85y211",85,211,73.1857545480136,-153.681911860348
"376","x85y212",85,212,73.2567750016998,-152.938893862527
"377","x85y213",85,213,73.3250063311823,-152.189584556154
"378","x85y214",85,214,73.3904120697808,-151.434163206254
"379","x86y194",86,194,71.7842407204057,-165.593314843563
"380","x86y195",86,195,71.8978258380892,-164.969569476567
"381","x86y196",86,196,72.0093066596142,-164.337893654674
"382","x86y197",86,197,72.1186404252725,-163.698291655693
"383","x86y198",86,198,72.2257841752564,-163.050775766179
"384","x86y199",86,199,72.3306947964722,-162.395366663336
"385","x86y200",86,200,72.4333290724181,-161.732093792759
"386","x86y201",86,201,72.5336437361344,-161.06099573976
"387","x86y202",86,202,72.6315955262217,-160.382120591882
"388","x86y203",86,203,72.7271412458965,-159.69552629004
"389","x86y204",86,204,72.8202378250379,-159.001280965613
"390","x86y205",86,205,72.9108423851551,-158.299463260683
"391","x86y206",86,206,72.9989123071806,-157.590162628507
"392","x86y207",86,207,73.0844053019706,-156.873479611251
"393","x86y208",86,208,73.1672794833676,-156.149526091923
"394","x86y209",86,209,73.2474934436517,-155.418425517431
"395","x86y210",86,210,73.3250063311823,-154.68031308969
"396","x86y211",86,211,73.3997779300011,-153.935335921714
"397","x86y212",86,212,73.4717687411405,-153.183653155713
"398","x86y213",86,213,73.5409400653542,-152.425436040306
"399","x86y214",86,214,73.6072540869583,-151.660867964104
"400","x87y194",87,194,71.977789048825,-165.963756532074
"401","x87y195",87,195,72.0926814331924,-165.335538511589
"402","x87y196",87,196,72.2054611570657,-164.69915442755
"403","x87y197",87,197,72.3160843556813,-164.054604099077
"404","x87y198",87,198,72.4245069282832,-163.401895607139
"405","x87y199",87,199,72.5306845859331,-162.741045707096
"406","x87y200",87,200,72.6345729026038,-162.072080237993
"407","x87y201",87,201,72.7361273695775,-161.395034526198
"408","x87y202",87,202,72.8353034531501,-160.709953780811
"409","x87y203",87,203,72.9320566556235,-160.0168934781
"410","x87y204",87,204,73.0263425795459,-159.315919732053
"411","x87y205",87,205,73.1181169951328,-158.607109648019
"412","x87y206",87,206,73.2073359107823,-157.890551656248
"413","x87y207",87,207,73.2939556465632,-157.166345822083
"414","x87y208",87,208,73.3779329105332,-156.434604129418
"415","x87y209",87,209,73.4592248777097,-155.695450734063
"416","x87y210",87,210,73.5377892714895,-154.949022183557
"417","x87y211",87,211,73.6135844472781,-154.195467600053
"418","x87y212",87,212,73.686569478064,-153.434948822922
"419","x87y213",87,213,73.7567042416366,-152.667640507832
"420","x87y214",87,214,73.8239495091192,-151.893730179198
"421","x88y194",88,194,72.1706789503941,-166.342357494188
"422","x88y195",88,195,72.2869018528932,-165.709674918182
"423","x88y196",88,196,72.4010041459786,-165.068582821863
"424","x88y197",88,197,72.5129408322322,-164.419076151749
"425","x88y198",88,198,72.6226666396551,-163.761158370308
"426","x88y199",88,199,72.7301360704217,-163.094841901365
"427","x88y200",88,200,72.8353034531501,-162.420148573345
"428","x88y201",88,201,72.9381229987228,-161.737110057806
"429","x88y202",88,202,73.0385488596719,-161.045768300489
"430","x88y203",88,203,73.1365351931183,-160.346175941947
"431","x88y204",88,204,73.2320362272363,-159.638396724614
"432","x88y205",88,205,73.3250063311823,-158.922505883013
"433","x88y206",88,206,73.4154000884066,-158.198590513648
"434","x88y207",88,207,73.5031723732298,-157.466749920996
"435","x88y208",88,208,73.5882784305421,-156.727095935918
"436","x88y209",88,209,73.6706739584452,-155.979753202735
"437","x88y210",88,210,73.7503151936281,-155.224859431168
"438","x88y211",88,211,73.8271589992301,-154.462565609364
"439","x88y212",88,212,73.9011629549124,-153.693036174258
"440","x88y213",88,213,73.9722854488247,-152.916449135631
"441","x88y214",88,214,74.0404857711173,-152.132996150343
